Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Бариста в кофейню,Айрапетян Анжелика Мурадовна,4.2,5.0,4200.0,350.0,12.0,Нет опыта,ТК,"2/2, 3/3, 5/2",Еженедельно,"форма, бонус, бонусы, обучение, кофе","Продажа готовой еды и напитков; Приготовление кофе и других напитков (бариста); Выкладка продукции; Общение с покупателями; Работа с кассой и ведение отчетности. Кого мы ищем: Опыт не обязателен — всему научим. Ключевые запросы для поиска: продавец-кассир, бариста, работа без опыта, работа рядом с метро, продавец продуктов, продавец в магазин, работа с еженедельной оплатой, подработка.",https://hh.ru/vacancy/123998671
Бариста в Speciality кофейню,СТИНОЛ,120.0,145.0,,,,Нет опыта,ТК,"2/2, 4/3, 3/3",,"обучение, кофе","Приготовление кофе и других напитков на основе молока в соответствии с рецептами - Обслуживание клиентов за стойкой - Поддержание чистоты и порядка на рабочем месте - Участие в инвентаризации и поддержании запасов Если вы готовы присоединиться к нашей команде и стать частью успешного бизнеса, то мы ждем ваше резюме.",https://hh.ru/vacancy/124980603
Бариста (м. Жулебино),Аргентум,0.2,,,,,Нет опыта,ТК,Гибкий график,,кофе,Работа в кофейне. Приготовление напитков. Работа на кассе. Прием товара. Поддержание чистоты рабочего места.,https://hh.ru/vacancy/124779115
Бармен / Бариста / Шеф Бариста,Мегарест,110.0,125.0,,,,От 1 года до 3 лет,ТК,2/2,,"кофе, чай","Соблюдение стандартов обслуживания и сервиса Приготовление кофейных и чайных напитков Работа с алкогольными напитками Качественное и премиальное обслуживание клиентов Т ребования: Готовность работать в команде Интерес к ресторанной сфере Опыт работы не обязателен Условия Полная занятость, сменный график, смены дневные Начальная зарплата 5000 смена + чай в размере от 2000-2500 в день График с 8 до 23 2/2 оформление по ТК оплачиваемая стажировка",https://hh.ru/vacancy/124831324
Бариста,AVODAY coffee and tea,90.0,130.0,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",Еженедельно,кофе,"Ищем <highlighttext>бариста</highlighttext> с уверенным латте артом, аккуратным, общительным, ответственным, умеющим поддерживать чистоту в кофейне. Обязательно. Мед книжка.",https://hh.ru/vacancy/124483021
Бариста,Alta coffee,4.0,4.5,,,,Нет опыта,ТК,"2/2, 5/2",,кофе,Открытие/закрытие смены; Обслуживание посетителей и работа с кассой; Уборка рабочей зоны и оборудования; Поддержание чистоты и позитивной атмосферы в кофейне.,https://hh.ru/vacancy/124668828
Бармен-бариста,Coffee crew,75.0,80.0,,,,От 1 года до 3 лет,ТК,"5/2, 6/1",2 раза в месяц,"питание, премии, кофе","Работать в баре по техкартам. Знать особенности работы со specialty зерном, настройки эспрессо и базовый латте арт. Варить вкусный кофе. ",https://hh.ru/vacancy/124851116
Бариста,MANI (ИП Закриева Элина Аликовна),80.0,,,,,Нет опыта,ТК,4/6,2 раза в месяц,,Приготовление напитков бабл ти согласно техкарте. Подготовка рабочего места. Поддержание чистоты рабочего места. Открытие-закрытие смены. Работа с кассовым аппаратом. ,https://hh.ru/vacancy/124791174
Бариста,Кафе ATELIER SPECIALTY COFFEE,60.0,100.8,4440.0,370.0,12.0,От 1 года до 3 лет,ТК,Полный день,,кофе,Приём заказов и работа с гостями Приготовление кофе и напитков по стандартам Приём поставок и контроль витрины с десертами Поддержание чистоты и генеральная уборка по чек-листу,https://hh.ru/vacancy/124994433
Бариста,Меркулова Светлана Александровна,75.0,85.0,,,,От 1 года до 3 лет,ТК,Гибкий график,2 раза в месяц,кофе,"Опыт работы со спешлти зерном, уверенная настройка эспрессо. ⁠базовые навыки латте-арта. ⁠вежливость, аккуратность, позитивное мышление. Наличие мед книжки обязательно.",https://hh.ru/vacancy/123273519
Бариста,Амбросимова Юлия Петровна,75.0,82.0,,,,От 1 года до 3 лет,ТК,Гибкий график,,"питание, скидки, кофе","Приготовление напитков по технологическим картам ( кофе, бабл ти,лимонады). Работа с кассовым аппаратом. Прием заказа на кассе. Открытие и закрытие...",https://hh.ru/vacancy/124648077
Бариста / Старший бариста,Виннерс,80.0,,5400.0,450.0,12.0,От 1 года до 3 лет,ТК,Гибкий график,,"обучение, кофе",Приходи к нам на Welcome-встречу и стань частью комьюнити Winners! .,https://hh.ru/vacancy/124005316
Продавец-бариста в сеть кофеен French Bakery,FRENCH BAKERY,100.0,,,,,Нет опыта,ТК,5/2,,"премии, обучение, кофе",Работа за кассой( ПО IIko). Работа с кофемашиной (рожковая). Общение с гостями. Активные продажи продукции кафе. Приготовление напитков. Выкладка витрин. ,https://hh.ru/vacancy/124447921
Бариста в уютную кофейню-пекарню,EyeMedia,,,,,,От 1 года до 3 лет,ТК,Гибкий график,,кофе,подготовка рабочего места выкладка витрины приготовление напитков заготовки для напитков работа с кассой поддержание чистоты на баре дружеское общение с гостями,https://hh.ru/vacancy/124513295
Работник кафе (бариста),MOMO for home,70.0,100.0,,,,Нет опыта,ТК,2/2,,,Oткpытие/закрытие смены. ⁠ ⁠Bниматeльнoе и добpожелательноe отношение к гoстям. ⁠ ⁠Пpиготовлениe горячих / холодных напитков; несложных блюд из меню. ⁠ ⁠Продажа сопутствующей продукции. ⁠ ⁠ ,https://hh.ru/vacancy/124514338
Фотограф - бариста,Центр динамических развлечений Аэродинамика,50.0,75.0,,,,Нет опыта,ТК,1/2,,"питание, скидки, обучение, кофе","Профессиональную фото - съемку гостей. Ведение фото архива. Приготовление и подача кофе, чая. Поддержка в работе со стороны сотрудников.",https://hh.ru/vacancy/124790929
Бариста,Привалова Евгения Владимировна,70.0,100.0,,,,От 1 года до 3 лет,ТК,Полный день,,"питание, кофе","Приготовление и подача кофе и сезонных напитков (лимонады, чаи); Работа на кассе; Заказ и выкладка выпечки, сэндвичей и готовых обыдов; Проведение инвентаризации; Поддержание чистоты и порядка в зоне кафе; Знание ассортимента и состава товаров.; Создание позитивной атмосферы для наших гостей.",https://hh.ru/vacancy/124806578
Бариста в кофейню Krunchy Dream,Нованта,,75.0,2760.0,230.0,12.0,Нет опыта,ТК,"2/2, 5/2",Еженедельно,кофе,Прием и выкладка продукции на витрине. Поддержание чистоты и порядка в кофейне. Помощь гостю в выборе по меню. ,https://hh.ru/vacancy/123858473
"Бариста Surf Coffee (м. Лубянка, м. Охотный ряд, м. Театральная, м. Кузнецкий мост, м. Трубная)",Surf Coffee,65.0,80.0,3600.0,300.0,12.0,Нет опыта,ТК,Полный день,,"питание, форма, униформа, премии, бонус, обучение, кофе","Приготовление напитков по стандартам компании • Общение с гостями в формате дружеской беседы • Работа с кассой и соблюдение чек-листов • Участие в жизни кофейни, командных встречах и предложениях по улучшению Surf Coffee® — это больше, чем работа. Это сообщество, стиль жизни и возможности. Если хочешь расти, развиваться и быть частью команды, которая двигается вперёд — мы ждём именно тебя. We Are Greater Than I",https://hh.ru/vacancy/124886697
Бариста,Оганесян А.А.,0.4,0.4,,,,Нет опыта,ТК,Полный день,2 раза в месяц,"питание, кофе",Работа с кассой Приготовление лимонадов и фреш соков Приготовление кофе и чая Раскладка витрины Контроль сроков годности Списание товара Содержание рабочего места в чистоте Выполнение поручений управляющего,https://hh.ru/vacancy/124986141
"Бариста, бармен, продавец",Костиков Алексей Владимирович,4.0,,,,,Нет опыта,ТК,Полный день,,"обучение, кофе","Приготовление кофе, чая, свежевыжатого сока и других напитков, выдача готовой продукции консультирование гостей по продукции бара работа с кассой Ведение учёта продукции и расходных материалов, составление заявок на закупку продукции Опыт работы приветствуется, но при необходимости готовы провести бесплатное обучение грамотная речи и желание поддерживать сервис на высоком уровне С 8:30 до 22:30 или Работа по сменам 8:30-15:30 и 15:30-22:30, либо полный рабочий день официальное трудоустройство своевременная оплата труда два разв в месяц Молодой и дружелюбный коллектив",https://hh.ru/vacancy/124669019
