Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Продакт-менеджер на мобильные аксессуары,СДС,250.0,300.0,,,,От 3 до 6 лет,ТК,5/2,Ежемесячно,форма,"Оценка потенциала роста и создание долгосрочных стратегий развития по товарному направлению. Работа с показателями по выручке, рентабельности, СНЗ, НС, оборачиваемости склада. Работа с ассортиментом: поиск поставщиков (Китай, Россия и другие страны) с целью создания конкурентных товарных группы: поиск и заведение новинок с целью расширения ассортимента, поиск трендовых и современных позиций, контроль прихода новинок и заведение новинок клиентам компании. Работа с маркетингом: Формирование полноценной маркетинговой компании по продвижению бренда с нуля. Работа с отделом продаж: заведение и продвижение продукции в каналы DIY, FMSG и E-comm. Проведения внутреннего и внешнего обучения по своему товарному направлению. Выполнение плановых коммерческих показателей в разрезе товарного направления. Командировки в Китай 2 раза в год и по России 1 раз в месяц к ключевым клиентам.",https://hh.ru/vacancy/124093082
Младший продакт-менеджер по серверам,РДВ Технолоджи,,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,подарки,"Развитие серверного оборудования третьего поколения (Gen3); Доработка защит для КТРУ; Модернизация и апгрейд серверных решений; Контроль качества продукции и оптимизация затрат; Взаимодействие со смежными подразделениями Компании (отдел разработок, коммерческий департамент, производство и т. д.).",https://hh.ru/vacancy/123974655
Продакт-менеджер (ТМ Sanfor),Ступинский химический завод,,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Разрабатывать и управлять бюджетом, контроль за эффективным использованием маркетинговых ресурсов по брендам Sanfor , Чистин ; Участвовать в разработке стратегии бренда и стратегии развития категории: портфельное управление; Управлять ассортиментной политикой брендов Sanfor, Чистин , включая разработку новых продуктов, оптимизацию существующего портфеля и вывод продуктов из ассортимента; Участвовать в разработке коммуникационной и медиа стратегии; Регулярно анализировать ключевые показателеи бренда: BHT, Nielsen, Sell Out, off-take, АКБ, рентабельность по бренду в разрезе категорий; Регулярно анализировать рынок: динамика долей рынка, продаж и других показателей ключевых игроков, анализ конкурентов; Лидировать тактические активации по поддержке брендов с высокой долей кросс-категорийного взаимодействия (команды: трейд, диджитал, финансы, продажи, коммуникации, e-commerce) Подготовливать коммуникационные материалы (Selling story для отдела продаж, KV, контент для e-com) Работать с командой продаж для обеспечения эффективного продвижения бренда в торговых точках; Что ты получишь: Оформление по ТК РФ; Испытательный срок 3 месяца; График работы 5/2 с 8:00 до 17:00 (с 9:00 до 18:00) (выходной - суббота, воскресенье); Корпоративное обучение; Корпоративные мероприятия. Уровень заработной платы обсуждается по результатам собеседования. С удовольствием отвечу на интересующие вопросы, твой HR Валерия.",https://hh.ru/vacancy/122142647
Технолог / Продакт - менеджер / специалист ОТК (вязаный трикотаж),Galala Brand,,,,,,От 3 до 6 лет,ГПХ,64/27,,проезд,Организация выездной проверки партий изделий из вязаного трикотажа на производстве (Владимирская обл. пгт.Ставрово); Проверка 3х партий изделий (10% от выхода - от 300 до 1000 ед.) с разницей в две недели между проверками; Фиксация производственных условий; Составление и представление собственнику отчета по результатам проверки с обоснованием финального вывода о качестве продукта и производственных возможностях предприятия.,https://hh.ru/vacancy/124508725
Ведущий продакт-менеджер (декоративная косметика),Divage,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, подарки, обучение","Активное участие в формировании продуктовой стратегии Анализ конкурентной среды и потребностей потребителей. Изучение трендов, поиск новых перспективных товарных ниш Полный цикл работ по созданию новых косметических продуктов от создания креативной концепции до старта продаж Проектное управление: планирование работы и постановка задач смежным подразделениям, контроль исполнения Управление себестоимостью и ценообразованием Анализ продаж, контроль маржинальности новых и существующих продуктов Подготовка материалов для внутреннего обучения, проведение презентаций Поиск контрактных производств в России, СНГ, Европе и Азии Посещение профильных выставок и конференций",https://hh.ru/vacancy/121769802
Продакт-менеджер (маркетплейсы),АСТ-Принт,180.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"управление категорией: определение состава товарной категории, поиск новых товаров, ввод/вывод товаров, работа с неликвидами и оверстоками, мониторинг рынка товаров, мониторинг конкурентов; — исследование, прогнозирование изменений, выявление потребностей клиентов, отслеживание трендов, мониторинг, анализ рынка и его сегментов, умение оперативно реагировать на изменения; — подготовка аналитики и разработка гипотез по развитию ассортимента компании, с целью увеличения продаж; — cоздание продукта и вывод на рынок с нуля, разработка УТП; — формирование требований к продукту на основе анализа рынка и стратегических целей компании; — тестирование образцов планируемой продукции на соответствие; контроль качества закупаемой продукции; — полное ведение проекта от идеи до вывода на рынок и получения стабильно высоких показателей продаж — управление товарными запасами: поддержание наличия товара на складе, расчет оптимального уровня и частоты заказов; Чего ожидаем от кандидата: — опыт работы в качестве продакта или руководителя проектов; — опыт создания новых продуктов и введения их на рынок с нуля; — свободное владение английским языком (деловая переписка на английском); — опыт поиска производителей в Китае. Навыки ведения переговоров; — опыт организации импортных закупок/ВЭД (Incoterms 2010). Оставляй отклик и мы свяжемся с тобой в ближайшее время).",https://hh.ru/vacancy/125536647
Продакт-менеджер,LITOKOL,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, обучение","Работа с текущим ассортиментом (в рамках выделенной категории). Оптимизация, структуризация ассортимента. Мониторинг и анализ действий конкурентов. Своевременное обновление и корректировка...",https://hh.ru/vacancy/124726688
Менеджер по продукту / продакт-менеджер (маркетплейсы) в бренд игрушек и наборов для творчества,Олейникова Марина Дмитриевна,90.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"* Полный цикл от аналитики и до реализации продукции на МП, в том числе тестирование товаров, проведение фокус-групп, формирование УТП, анализ ЦА; * Анализировать рынок, конкурентов и тренды, находить перспективные категории/товары. * Управлять ассортиментом и жизненным циклом товаров. * Формировать товарную матрицу, выводить неприбыльные товары и обновлять ассортимент. * Разработка собственных СТМ на фабриках в Китае - полный контроль от идеи, общения с фабриками, тестов до запуска готового продукта * Работа по управлению запуска продукции: ТЗ фабрикам, сроки, качество и тп; * Считать юнит-экономику, формировать УТП для каждого товара. * Совместно с отделом продаж и на базе текущей аналитики формирование прогноза по продажам в категории: потенциальный спрос, конкуренция, целевая цена; * Участвовать в запуске и продвижении новых товаров. * Взаимодействовать с командой продаж, логистики и аналитики для комплексного результата. Наши",https://hh.ru/vacancy/125366944
Продакт-менеджер,Русклимат,200.0,230.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, скидки, обучение","Подготовка информации для сайтов, каталогов, презентаций. Разработка упаковки, инструкций, изображений/видеоматериалов. Координация работы с департаментом маркетинга. Взаимодействие с департаментами продаж и производством по оперативным вопросам. Сбор информации по рынку о конкурентах, их ценах маркетинговой активности. Сравнение цен, потребительских свойств, параметров. Работа с графиком поставок, управление остатками, оптимизация товарного распределения по складам и назначениям.",https://hh.ru/vacancy/124423853
Продакт-менеджер (майнинговое оборудование),IBMM,,,,,,От 3 до 6 лет,ТК,5/2,,обучение,Обучение отдела продаж техническим аспектам майнингового оборудования. Создание презентаций и обучающих материалов по ASIC-майнерам. Техническая поддержка менеджеров на переговорах...,https://hh.ru/vacancy/124367261
Продакт-менеджер (Товары для животных),Детский мир,,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Создание продукта: производственная, продуктовая, маркетинговая экспертиза; Коммерческое сопровождение закупок и продаж, планирование; Поиск поставщиков и ассортимента; Договорная работа, взаиморасчеты.",https://hh.ru/vacancy/124506591
Младший продакт менеджер (гинекология),Alta Personnel,150.0,170.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, обучение","Управление развитием продукта или группы продуктов (гинекология, БАД) Изучение целевых аудиторий, количественный и качественный анализ рынка, в анализ конкурентного окружения, анализ и прогнозирование спроса Анализ эффективности маркетинговых и рекламных кампаний Разработка и реализация стратегии продвижения линейки Разработка и подготовка новых промо-материалов по брендам и обучающих материалов для команды продаж и специалистов здравоохранения/фармацевтических работников Подготовка/проверка презентаций и технической информации по продуктам линейки, разработка, планирование, согласование и реализация маркетинговых активностей для специалистов здравоохранения Планирование бюджета и контроль исполнения. Взаимодействие с сотрудниками отдела продаж по вопросам продвижения продуктов Участие в подготовке и проведении тренингов для сотрудников отдела продаж по вверенным продуктам Развитие сотрудничества с ключевыми лидерами мнения в сфере здравоохранения (KOL-менеджмент), научными специализированными сообществами, подготовка научных публикаций ",https://hh.ru/vacancy/124831460
Продакт-менеджер,CHAPURIN,,,,,,От 1 года до 3 лет,ТК,5/2,,,"Участие в процессе планирования производственного процесса и проектов; Поиск сторонних производств, работа с текущими партнерами; Расчет и обсуждение условий сотрудничества со сторонними производствами; Контроль соблюдения сроков и качества изготовления изделий; Контроль всего производственного процесса сторонних производств; Выезд на сторонние площадки, личное участие во всех возникающих рабочих вопросах; Участие в работе экспериментального цеха по мере необходимости; Работа в команде.",https://hh.ru/vacancy/124915910
Продакт-менеджер,Полаир,,,,,,Более 6 лет,ТК,5/2,,,Анализ рынка и требований потребителей к продукту. Формирование рыночно-продуктового позиционирования и стратегии продвижения продукта. Анализ существующей линейки и предложения...,https://hh.ru/vacancy/124455445
Product manager Man / Продакт менеджер мужского ассортимента,"Бренд одежды, обуви и аксессуаров LIMÉ",,,,,'9-18,От 3 до 6 лет,ТК,"5/2, 9/18, 10/19",Еженедельно,"ДМС, скидки, обучение","Создание ассортиментной матрицы с учетом цен, глубин заказов, сроков, жизненного цикла товара и других атрибутов. Формирование принципов расчета заказов по...",https://hh.ru/vacancy/123605351
Продакт-менеджер,Комус,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, бонусы, подарки, обучение, транспорт, кофе",Анализировать рынок/выявлять потребность и формировать предложения по развитию ассортиментной матрицы. Заниматься поиском/формированием новых идей по созданию новой упаковки. ,https://hh.ru/vacancy/125014961
Продакт-менеджер (Автострахование),Ингосстрах,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, форма, премии, скидки, транспорт","Управление полным циклом продукта каско в цифровых каналах (сайт, мобильное приложение): от разработки стратегии до запуска и постпродажной аналитики Анализ рынка, конкурентов и клиентских потребностей для формирования продуктовой roadmap Оптимизация воронки продаж: повышение конверсии, снижение отказов, увеличение LTV клиентов Взаимодействие с командами маркетинга, разработки, UX/UI, аналитики и поддержки для реализации проектов Проведение A/B-тестов, анализ метрик (CR, CAC, Retention) и подготовка отчётов для стейкхолдеров Обеспечение compliance продукта: согласование условий с юристами, соблюдение требований ЦБ РФ и страхового законодательства Работа с клиентским опытом: упрощение процессов оформления, урегулирования убытков и интеграция новых технологий Для нас важно: Опыт в продукт-менеджменте от 3 лет, из них не менее 1 года в страховании (каско / автострахование — преимущество) Успешный опыт запуска и развития цифровых продуктов в B2C-сегменте (веб, мобильные приложения) Навыки работы с аналитическими инструментами: SQL, Excel, BI-системы (Power BI, Tableau), Яндекс.Метрика, Google Analytics Понимание принципов UX/UI, опыт взаимодействия с дизайн-командами Знание нормативно-правовой базы страхования (в т.ч. каско) и регуляторных требований. Умение работать в Agile-среде, управление бэклогом (Jira, Confluence) Предлагаем: Оформление по ТК РФ, полностью белую заработную плату (оклад + премии квартальные) График 5/2, гибкое начало дня (в промежутке с 08:00 до 10:00) Гибридный формат работы - 2 дня удаленно, 3 дня офис ДМС после испытательного срока, а спустя 6 месяцев работы расширенный ДМС + ДМС для родственников Подписку Добросервис (неограниченное количество консультаций у высококвалифицированных психологов) Платформу дистанционного обучения IngoStudy (возможность проходить курсы для прокачки soft и hard скиллов) + внешние обучения по согласованию с руководителем Льготные страховые продукты (страхование имущества физ. лиц, автотранспорта (Каско), страхование выезжающих за рубеж, страхование ипотеки, страхование от несчастных случаев и болезней) Скидки на обслуживание и ремонт автомобилей Корпоративные предложения от сети фитнес-клубов: World Class, World Class Lite и UFC GYM Активную корпоративную жизнь со спортивными секциями: бег, волейбол, йога и др. Участие в разных благотворительных и экологических акциях, форумах, марафонах.",https://hh.ru/vacancy/122773983
"Продакт-менеджер / product manager (травматология-ортопедия, ревматология)",МедИнвест,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение","разработка стратегии, позиционирования и продвижения новых продуктов совместно с медицинским директором анализ рынка, SWOT, PEST, таргетинг, маркетинговые программы для разных каналов продаж (B2B, B2C, B2B2C), разработка акций организация мероприятий в РФ и странах СНГ, курирование зарубежных мероприятий, сбор обратной связи, анализ эффективности, контроль бюджета участие в разработке новых имиджей, дизайна РИМов, интернет-баннеров с дизайнером сопровождение РИМов: анализ партнерских материалов, подготовка и согласование информационных материалов, контроль остатков российских материалов и заказ их производства контроль упаковки: обеспечение разных этапов маркировки импортируемого товара для рынка СНГ совместно с медицинским директором и регистратором участие в развитии взаимоотношений с профессиональным сообществом, ведение базы KOL/OL участие в подготовке и проведении цикловых конференций, обучении медицинских представителей ведение соцсетей совместно с SMM-менеджером",https://hh.ru/vacancy/124513316
Продакт-менеджер (аксессуары),ПЛЭЙТУДЭЙ СНГ,150.0,,,,,От 3 до 6 лет,ТК,"5/2, 30/18",,кофе,"Размещение заказов на фабриках и контроль сроков производства. Взаимодействие с поставщиками на всех этапах: от отбора моделей до отгрузки. Участие в выборе моделей для сезонной коллекции и разработка новых предложений совместно с дизайнером. Поиск и выбор новых поставщиков, проведение торгов по ценам. Заключение контрактов, подписание заказов и контроль их исполнения. Контроль качества продукции, взаимодействие с технологом при запуске моделей в производство. Формирование необходимого документооборота и предоставление инструкций поставщикам. Контроль за своевременной отгрузкой образцов и соблюдением сроков. Создание заявок на оплату и контроль их выполнения. Отправка претензий поставщикам и мониторинг их исполнения. Мы ждем от будущего коллеги: Аналогичный опыт работы от 3-х лет; Работа на кожгалантерейные/обувные компании, знание производство в Китае, наработанные контакты с фабриками; Высшее профильное (легкая промышленность, желательно специализация кожгалантерея и обувь); Знание основ конструирования и технологии производства сумок, рюкзаков, желательно ремней и других аксессуарных групп; Знание всех этапов производства и основ материаловедения; Знание причин возникновения дефектов и способы их устранения; Умение работать с технической документацией; Английский на уровне ведения переговоров (знание китайского будет существенным преимуществом); Уверенное владение MS Office, 1С.",https://hh.ru/vacancy/121158772
Продакт-менеджер Product Manager (электроинструмент),МИР ИНСТРУМЕНТА,200.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"ДМС, скидки, чай","Формирование и управление ассортиментной матрицей по вверенной товарной категории (ручной инструмент, садовая техника, силовое оборудование - направление будет выбрано с учетом Ваших предпочтений); Мониторинг и анализ рыночной ситуации по вверенной товарной категории; Ввод в ассортимент новых продуктов (собственные торговые марки) и вывод продуктов с низкими показателями продаж; Контроль закупочных цен, переговоры с поставщиками по вопросам цен, качества товара, дизайна, условий работы (Европа, Азия); Мы ждем от вас: Опыт работы Продукт-менеджером, Руководителем направления, Менеджером по продукту, Категорийным менеджером от 2-х лет; Высшее техническое образование; Опыт ведения переговоров; Разговорный английский язык; Владение Эксель на продвинутом уровне (ВПР, сводные таблицы); Знание 1C 7.0 (Торговля и склад). Дополнительные пожелания (учитываются как преимущества): Знание технических характеристик ручного инструмента, садовой техники или силового оборудования; Знание китайского языка; Опыт взаимодействия с иностранными поставщиками (Азия, Европа).",https://hh.ru/vacancy/120395379
Бренд-менеджер/ Продакт-менеджер,Валта,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, бонус, обучение, проезд, кофе, чай","Запуск и развитии брендов категории «Красота и чистота» (косметика для питомцев, инструменты для груминга, наполнители), увеличение дистрибуции и повышение узнаваемости брендов; Разработка стратегии развития брендов; Управление портфелем брендов; Формирование годового маркетингового бюджета и плана продвижения категории, защита и контроль его исполнения; Проведение маркетинговых активностей, брендовых мероприятий; Проведение маркетинговых исследований с целью выявления основных потребностей целевой аудитории и мониторинг рынка конкурентов; Коммуникация с кросс-функциональным подразделениями компании (отделы продаж, закупок, дизайна) по вопросам связанным с продвижением бренда и его ассортиментной политикой; Ведение сообщества грумеров; Подготовка презентаций, отчетов и спецификаций ко встречам в топ-менеджментом; Поиск новых возможностей для развития категории/бренда и их дальнейшая реализация. . Наши пожелания : Высшее образование; Опыт работы бренд-менеджером от 2-х лет; Грамотная письменная и устная речь; Опыт запуска новых продуктов; Знание английского языка; Отличное знание excel (ВПР, сводные таблицы); Желательно знание Power Point или желание обучиться; Готовность к публичным выступлениям; Личная организованность, нацеленность на результат, многозадачность, активная жизненная позиция, любовь к питомцам. Мы предлагаем и обещаем : Работа в компании с семейными ценностями, направленными на выстраивание долгосрочных отношений с сотрудниками, поставщиками и клиентами компании; Современный и уютный pet-friendly офис: офисное кафе: кофе, чай, сладости и фрукты для сотрудников; Важно: Да! Вы можете приходить в офис со своим питомцем! Всегда! График работы: 5/2 с 9:30 до 18:00 – мы работаем в офисе, но понимаем, что иногда удаленный формат бывает необходим; Официальное оформление; Оплата труда: оклад + квартальный бонус по результатам выполнения KPI; Возможность баловать своих питомцев товарами из портфеля компании с 20% скидкой; Компенсация проезда; Возможность обучения как в Академии зообизнеса Валты (обучение по товару и техникам продаж), индивидуальные и групповые тренинги в рамках Вашего профиля должности; Яркая корпоративная жизнь: конференции, саммиты продуктовых команд, сообщества по интересам, мастер-классы, йога, футбол и еще все то, что ты сам придумаешь и реализуешь вместе с нашими HR – менеджерами.",https://hh.ru/vacancy/124678113
Продакт-менеджер в детскую онлайн-школу (Product Manager edtech),ЦО Коалиция,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение","Проводить анализ ЦА, рынка, конкурентов, разрабатывать киллер-фичи продуктов. Формировать стратегию развития продуктов. Управлять текущими продуктами, проводить аудиты качества и...",https://hh.ru/vacancy/124384719
Продакт Менеджер (платформа Клиент),Карфак,150.0,250.0,,,,От 1 года до 3 лет,ТК,5/2,,форма,"В части разработки продукта: - Самостоятельное исследование существующих ИТ-решений, методик и технологий в обслуживании клиентов; - Разработка стратегии и плана развития продукта; - Самостоятельное нахождение решений по увеличению скорости разработки Продукта; - Сбор обратной связи от пользователей и клиентов. В части бизнеса: - Планирование и управление бюджетом - Контроль бизнес-метрик - Разработка гипотез по развитие метрик В части управления разработкой: - Разработка планов и планирование релизов - Обсуждение с командой разработки способов оптимизации - Контроль разработки и работы релизов - Управление беклогом - Формирование команды",https://hh.ru/vacancy/125093591
Продакт менеджер (СНГ),ANCOR,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, бонус","Работа с маркетинг-стратегией Адаптация и разработка промоматериалов Печатные промо внутри стран Digital (detail aids) внутри стран Сеты презентаций для экспертов (адаптация материалов РФ и разработка новых на основании последних данных с конгрессов, и др.) Управление процессом одобрения в Veeva Promomats Мероприятия, проведение переговоров (в т. ч. на высоком уровне) Трекинг мероприятий (сроки предоставления документов, сроки COR, ДВОУ, оплат, проверка на соответствие запланированному бюджету) Организация участия в мероприятиях (стенды, промо, презентации экспертов) Сбор и проверка документов от контрагентов для корректного заведения COR Взаимодействие с контрагентами и ведение документооборота с ними Поддержка в реализации других проектов",https://hh.ru/vacancy/124457632
Руководитель группы продакт менеджеров,ТД Папиллонс,200.0,,,,,От 3 до 6 лет,ТК,5/2,,"форма, обучение","Взаимодействие с отделами продаж и маркетинга в рамках реализации и продвижении продуктов, обучение менеджеров, <highlighttext>продактов</highlighttext>. Взаимодействие с действующими поставщиками. ",https://hh.ru/vacancy/122763770
Продакт-менеджер,Фитокосметик,,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"форма, транспорт, чай","Запуск продуктов «с нуля» в категориях косметики и бытовой химии. Подбор упаковки, составление ТЗ на разработку рецептуры, тестирование и согласование рецептуры. Курирование дизайна, верстки этикетки и препресса. Управление продуктовым портфелем. Разработка, создание информационных материалов по продукции. Подготовка и проведение презентаций по продукции, профессиональное консультирование по продуктовой линейке (потребительские свойства и качество продуктов). Активное взаимодействие с поставщиками, со смежными подразделениями: дизайн, закупки, технологи-разработчики. Анализ потребностей рынка, трендов, конкурентов. Участие в конференциях, выставках, семинарах.",https://hh.ru/vacancy/124535698
Продакт-менеджер,Агропромкомплектация,,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"бонус, подарки, скидки",анализировать ежемесячные данные по рынку и внутренней реализации; участвовать в разработке и корректировке стратегии бренда под руководством руководителя; управлять продуктовым портфелем бренда; проводить анализ эффективности ассортимента и оптимизации линейки продукции; участвовать в политике ценообразования продуктов бренда; участвовать в разработке коммуникационной и медиа стратегии; сопровождать и контролировать запуск новых продуктов.,https://hh.ru/vacancy/124815330
Бренд-менеджер/продакт-менеджер,Авакс,150.0,,,,,От 3 до 6 лет,ТК,5/2,,"бонус, бонусы, скидки, обучение","Управление продуктами в нашем портфеле в срезе всех подразделений. В частности, очень важно тесно сотрудничать с маркетплейсами, чтобы контролировать и...",https://hh.ru/vacancy/124857620
Менеджер по закупкам/продакт-менеджер (производство одежды),Ромадова Валерия Николаевна,,,,,,От 1 года до 3 лет,ТК,64/27,,,"Анализ и оценка потенциальных поставщиков в РФ и Китае; Поиск и оценка новых поставщиков и производств (для достижения выгодных условий по цене, качеству и срокам) Управление процессом закупок, включая оформление документов и размещение заказов; Анализ эффективности работы поставщиков, отслеживание ключевых показателей, выявление области для улучшения и внедрения корректирующих действий; Отслеживание, предсказание и внедрение современных трендов и необычных идей; Контроль качества изделий (пошив, лекала, конструкции); Работа с существующим мерчем; Отчетность о проделанной работе; Выполнение других поручений руководителя.",https://hh.ru/vacancy/124935090
Продакт менеджер,ЭРСТВАК,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, бонус, кофе","Участие в формировании ассортиментной и ценовой стратегии; Управление жизненным циклом продукта (вакуумное оборудование); Мониторинг конкурентной среды (анализ аналогов оборудования, цен, трендов в промышленном сегменте); Оценка продаж и маржинальности по типам оборудования, оптимизация модельного ряда; Расчет рентабельности отдельных моделей и серий; Формирование каталогов, инструкций по эксплуатации, технических брошюр; Разработка презентационных материалов (референц-листы, адаптация текстов для контента по продвижению); Взаимодействие с отделом маркетинга по продвижению рекламных кампаний. Что мы ждем от вас: Высшее техническое образование; Опыт в продакт-менеджменте от 2 лет в B2B (промышленное оборудование, вакуумная техника, насосное оборудование, компрессоры или смежные отрасли) ; Опыт расчета экономики продукта (себестоимость, маржинальность, ROI); Навыки работы с данными: Excel (сводные таблицы, формулы), BI-системы (Power BI) - как преимущество; Знание английского языка на уровне B2 (чтение спецификаций, переговоры с поставщиками; Высокая степень самоорганизации, аналитическое мышление, нацеленность на результат.",https://hh.ru/vacancy/122208464
